Brand,Model,Range(km),Long_distance_range(km),Battery(kWh),Weight(kg),Seating_capacity,Car_segment,Acceleration_time(0-100 Kmph[in seconds]),Efficiency(Wh/km),Fastcharge_power(kW),Towing_capacity(kg),Cargo_volume(L),Price_per_range(€),Germany_Price(€),Range_per_kWh,Charging_km_per_min,Price_per_kWh,Price_Category
Nissan,LEAF Standard Range 52 kWh (MY26),320.0,343.0,52.0,1.889,5.0,C,8.6,163.0,70.0,975.0,437.0,116.0,37000.0,6.15,25.77,711.54,Mid-range (€30k–€60k)
Maserati,GranTurismo Folgore,420.0,531.0,83.0,2.335,4.0,F,2.7,198.0,217.0,750.0,270.0,480.0,198212.0,5.06,65.76,2388.1,Ultra-Luxury (>€150k)
Škoda,CITIGOe iV,205.0,188.0,32.3,1.235,4.0,A,12.3,158.0,30.0,750.0,250.0,110.0,24534.0,6.35,11.39,759.57,Budget (<€30k)
Kia,EV9 99.8 kWh AWD GT-Line,425.0,471.0,96.0,2.648,7.0,F,5.3,226.0,194.0,750.0,385.0,193.0,82380.0,4.43,51.5,858.12,Premium (€60k–€90k)
Mini,Aceman SE,290.0,308.0,49.2,1.785,5.0,B,7.1,170.0,75.0,750.0,300.0,141.0,39550.0,5.89,26.47,803.86,Mid-range (€30k–€60k)
Renault,Megane E-Tech EV60 130hp (TU2025),380.0,410.0,60.0,1.725,5.0,C,10.5,158.0,87.0,500.0,440.0,96.0,44990.0,6.33,33.04,749.83,Mid-range (€30k–€60k)
Seres,3,260.0,232.0,51.0,1.765,5.0,C,8.9,196.0,50.0,750.0,318.0,146.0,44990.0,5.1,15.31,882.16,Mid-range (€30k–€60k)
Kia,EV9 99.8 kWh RWD,450.0,502.0,96.0,2.501,7.0,F,9.4,213.0,194.0,900.0,423.0,155.0,64990.0,4.69,54.65,676.98,Premium (€60k–€90k)
BMW,i4 xDrive40,490.0,558.0,81.3,2.26,5.0,D,5.1,166.0,131.0,750.0,470.0,132.0,63000.0,6.03,47.35,774.91,Premium (€60k–€90k)
Cadillac,LYRIQ 600 E4 (MY24),460.0,492.0,102.0,2.774,5.0,E,5.3,222.0,165.0,750.0,793.0,180.0,83000.0,4.51,44.59,813.73,Premium (€60k–€90k)
Jaguar,I-Pace EV400,380.0,360.0,84.7,2.208,5.0,D,4.8,223.0,85.0,750.0,505.0,205.0,77300.0,4.49,22.87,912.63,Premium (€60k–€90k)
Kia,Soul EV,170.0,172.0,30.0,1.58,5.0,B,11.2,176.0,40.0,750.0,281.0,190.0,29490.0,5.67,13.64,983.0,Budget (<€30k)
Hyundai,IONIQ 5 Long Range AWD (MY21),365.0,452.0,70.0,2.095,5.0,C,5.2,192.0,185.0,750.0,555.0,143.0,49900.0,5.21,57.81,712.86,Mid-range (€30k–€60k)
NIO,ET7 Long Range,505.0,509.0,90.0,2.454,5.0,F,3.8,178.0,100.0,750.0,363.0,183.0,90900.0,5.61,33.71,1010.0,Luxury (€90k–€150k)
BMW,iX M70 xDrive,500.0,524.0,108.9,2.655,5.0,E,3.8,218.0,150.0,750.0,500.0,258.0,124900.0,4.59,41.28,1146.92,Luxury (€90k–€150k)
Aiways,U5,315.0,313.0,60.0,1.795,5.0,C,7.5,190.0,78.0,750.0,432.0,121.0,35993.0,5.25,24.63,599.88,Mid-range (€30k–€60k)
Aiways,U5,315.0,313.0,60.0,1.795,5.0,C,7.5,190.0,78.0,750.0,496.0,128.0,39563.0,5.25,24.63,659.38,Mid-range (€30k–€60k)
Lotus,Eletre,495.0,604.0,109.0,2.565,5.0,F,4.5,220.0,259.0,750.0,657.0,202.0,96990.0,4.54,70.64,889.82,Luxury (€90k–€150k)
Škoda,Enyaq 85x (MY24),440.0,485.0,77.0,2.213,5.0,C,6.6,175.0,120.0,750.0,585.0,122.0,51150.0,5.71,41.14,664.29,Mid-range (€30k–€60k)
Alfa,Junior Elettrica 54 kWh Veloce,310.0,327.0,50.8,1.635,5.0,B,6.0,164.0,85.0,750.0,400.0,156.0,48500.0,6.1,31.1,954.72,Mid-range (€30k–€60k)
Audi,A6 Sportback e-tron quattro,570.0,694.0,94.9,2.36,5.0,E,4.7,166.0,200.0,750.0,529.0,144.0,79800.0,6.01,72.29,840.89,Premium (€60k–€90k)
Volkswagen,ID.3 Pro,350.0,378.0,58.0,1.805,5.0,C,9.6,166.0,82.0,750.0,385.0,100.0,34995.0,6.03,29.64,603.36,Mid-range (€30k–€60k)
Tesla,Model X 90D,395.0,387.0,85.5,2.464,7.0,F,5.0,216.0,90.0,750.0,385.0,287.0,113300.0,4.62,25.0,1325.15,Luxury (€90k–€150k)
Porsche,Taycan Turbo S,400.0,504.0,83.7,2.37,5.0,F,2.8,209.0,216.0,750.0,450.0,459.0,189668.0,4.78,62.01,2266.05,Ultra-Luxury (>€150k)
MG,Marvel R Performance,350.0,335.0,70.0,1.995,5.0,C,4.9,200.0,82.0,750.0,357.0,148.0,50990.0,5.0,24.6,728.43,Mid-range (€30k–€60k)
Citroën,ë-C4,285.0,310.0,46.3,1.646,5.0,C,9.9,162.0,78.0,750.0,380.0,114.0,31900.0,6.16,28.89,688.98,Mid-range (€30k–€60k)
NIO,ET7 Standard Range,415.0,456.0,73.5,2.434,5.0,F,3.8,177.0,110.0,750.0,363.0,201.0,81900.0,5.65,37.29,1114.29,Premium (€60k–€90k)
Polestar,2 Long Range Dual Motor (MY26),455.0,514.0,79.0,2.183,5.0,D,4.5,174.0,125.0,750.0,448.0,127.0,56990.0,5.76,43.1,721.39,Mid-range (€30k–€60k)
Mercedes-Benz,EQS SUV Maybach 680,490.0,507.0,118.0,3.075,4.0,F,4.4,241.0,160.0,750.0,440.0,441.0,200634.0,4.15,39.83,1700.29,Ultra-Luxury (>€150k)
Porsche,Taycan Turbo S,525.0,674.0,97.0,2.37,5.0,F,2.4,185.0,262.0,750.0,450.0,390.0,209900.0,5.41,84.97,2163.92,Ultra-Luxury (>€150k)
Changan,Deepal S05 4WD Max,365.0,428.0,68.0,2.115,5.0,C,5.5,186.0,130.0,750.0,651.0,123.0,44990.0,5.37,41.94,661.62,Mid-range (€30k–€60k)
Renault,Zoe Q210,140.0,148.0,23.3,1.503,5.0,B,13.5,166.0,33.0,750.0,338.0,134.0,44990.0,6.01,11.93,1930.9,Mid-range (€30k–€60k)
Tesla,Model X P100D,420.0,413.0,95.0,2.572,7.0,F,3.1,226.0,100.0,750.0,385.0,374.0,156900.0,4.42,26.55,1651.58,Ultra-Luxury (>€150k)
Mercedes-Benz,EQS 450 4MATIC,655.0,704.0,118.0,2.655,5.0,F,5.7,180.0,160.0,750.0,620.0,176.0,113359.0,5.55,53.33,960.67,Luxury (€90k–€150k)
Škoda,Elroq RS (MY26),455.0,510.0,79.0,2.19,5.0,C,5.4,174.0,135.0,750.0,470.0,117.0,53050.0,5.76,46.55,671.52,Mid-range (€30k–€60k)
Tesla,Model X AWD (MY26),490.0,544.0,95.0,2.423,7.0,F,3.9,194.0,140.0,750.0,608.0,237.0,115970.0,5.16,43.3,1220.74,Luxury (€90k–€150k)
Ford,Focus Electric,105.0,75.0,19.6,1.7,5.0,C,11.4,186.0,0.0,750.0,237.0,358.0,39990.0,5.36,0.0,2040.31,Mid-range (€30k–€60k)
Ford,Mustang Mach-E ER AWD (MY22),440.0,410.0,91.0,2.257,5.0,D,5.8,207.0,86.0,750.0,619.0,165.0,69700.0,4.84,24.93,765.93,Premium (€60k–€90k)
Lucid,Air Dream Edition R,685.0,788.0,118.0,2.435,5.0,F,2.9,172.0,185.0,750.0,910.0,321.0,218000.0,5.81,64.53,1847.46,Ultra-Luxury (>€150k)
Audi,Q4 e-tron 35,285.0,324.0,52.0,1.99,5.0,C,9.0,182.0,90.0,750.0,520.0,160.0,45600.0,5.48,29.67,876.92,Mid-range (€30k–€60k)
Volkswagen,ID.7 Pro (MY26),475.0,541.0,77.0,2.18,5.0,E,6.5,162.0,125.0,750.0,532.0,114.0,54105.0,6.17,46.3,702.66,Mid-range (€30k–€60k)
Polestar,3 Long Range Single motor (MY23-25),530.0,571.0,107.0,2.478,5.0,E,7.8,202.0,150.0,750.0,516.0,150.0,78590.0,4.95,44.55,734.49,Premium (€60k–€90k)
Volkswagen,ID. Buzz NWB Pro,370.0,405.0,79.0,2.492,6.0,N,7.6,214.0,135.0,750.0,385.0,165.0,60892.0,4.68,37.85,770.78,Premium (€60k–€90k)
Škoda,Elroq 85x (MY26),445.0,493.0,77.0,2.141,5.0,C,6.6,173.0,120.0,750.0,470.0,104.0,46450.0,5.78,41.62,603.25,Mid-range (€30k–€60k)
Tesla,Model S P90D,415.0,408.0,85.5,2.262,5.0,F,3.3,206.0,90.0,750.0,895.0,292.0,120300.0,4.85,26.21,1407.02,Luxury (€90k–€150k)
Audi,e-tron 55 quattro,365.0,384.0,86.5,2.565,5.0,E,5.7,237.0,146.0,750.0,660.0,222.0,80900.0,4.22,36.96,935.26,Premium (€60k–€90k)
BMW,i3 94 Ah,165.0,170.0,27.2,1.32,4.0,B,7.3,165.0,46.0,750.0,260.0,226.0,37550.0,6.07,16.73,1380.51,Mid-range (€30k–€60k)
Tesla,Model X Long Range Plus,480.0,529.0,98.0,2.505,7.0,F,4.6,204.0,125.0,750.0,385.0,199.0,90990.0,4.9,36.76,928.47,Luxury (€90k–€150k)
Mercedes-Benz,EQE 350 (MY23),515.0,556.0,89.0,2.405,5.0,E,6.4,173.0,120.0,750.0,430.0,157.0,70995.0,5.79,41.62,797.7,Premium (€60k–€90k)
Lancia,Ypsilon (MY24),310.0,334.0,48.1,1.561,5.0,B,8.2,155.0,80.0,750.0,309.0,114.0,44990.0,6.44,30.97,935.34,Mid-range (€30k–€60k)
Citroën,ë-C3 Aircross Comfort Range 44 kWh,240.0,253.0,43.8,1.579,5.0,B,12.9,183.0,60.0,350.0,460.0,110.0,26490.0,5.48,19.67,604.79,Budget (<€30k)
Lexus,UX 300e,235.0,199.0,45.0,1.86,5.0,C,7.5,191.0,32.0,750.0,316.0,198.0,47550.0,5.22,10.05,1056.67,Mid-range (€30k–€60k)
Mercedes-Benz,EQB 350 4MATIC,345.0,357.0,66.5,2.165,7.0,C,6.2,193.0,100.0,750.0,495.0,187.0,58197.0,5.19,31.09,875.14,Mid-range (€30k–€60k)
Mercedes-Benz,EQS AMG 53 4MATIC+,585.0,619.0,118.0,2.7,5.0,F,3.4,202.0,160.0,750.0,620.0,294.0,155009.0,4.96,47.52,1313.64,Ultra-Luxury (>€150k)
Renault,Kangoo Maxi ZE 33,160.0,115.0,31.0,1.63,5.0,N,22.4,194.0,0.0,750.0,385.0,236.0,38000.0,5.16,0.0,1225.81,Mid-range (€30k–€60k)
Kia,e-Niro 64 kWh,375.0,349.0,64.0,1.812,5.0,C,7.8,171.0,64.0,750.0,451.0,106.0,39090.0,5.86,22.46,610.78,Mid-range (€30k–€60k)
Nissan,Micra Extended Range 52 kWh,330.0,341.0,52.0,1.527,5.0,B,8.0,158.0,70.0,500.0,326.0,98.0,32990.0,6.35,26.58,634.42,Mid-range (€30k–€60k)
Kia,Soul EV,155.0,162.0,27.0,1.565,5.0,B,11.2,174.0,40.0,750.0,281.0,199.0,28890.0,5.74,13.79,1070.0,Budget (<€30k)
Mercedes-Benz,EQV 300 Long,310.0,285.0,90.0,2.635,7.0,N,12.1,290.0,96.0,750.0,385.0,276.0,71626.0,3.44,19.86,795.84,Premium (€60k–€90k)
MG,MGS5  EV 49 kWh,275.0,309.0,47.1,1.71,5.0,C,8.0,171.0,80.0,750.0,453.0,127.0,37990.0,5.84,28.07,806.58,Mid-range (€30k–€60k)
Ford,e-Tourneo Courier,200.0,216.0,43.6,1.724,5.0,N,11.0,218.0,80.0,750.0,385.0,176.0,35999.0,4.59,22.02,825.67,Mid-range (€30k–€60k)
Škoda,Enyaq Coupe RS (MY26),470.0,534.0,79.0,2.239,5.0,C,5.4,168.0,135.0,750.0,570.0,129.0,60850.0,5.95,48.21,770.25,Premium (€60k–€90k)
Smart,#3 Premium,355.0,394.0,62.0,1.885,5.0,B,5.8,175.0,110.0,750.0,385.0,128.0,46490.0,5.73,37.71,749.84,Mid-range (€30k–€60k)
Renault,Scenic E-Tech EV60 170hp (TU2025),340.0,354.0,60.0,1.822,5.0,C,8.6,176.0,75.0,750.0,545.0,117.0,40400.0,5.67,25.57,673.33,Mid-range (€30k–€60k)
Mercedes-Benz,EQE 300 (MY25),525.0,570.0,89.0,2.375,5.0,E,6.9,170.0,120.0,750.0,430.0,128.0,67187.0,5.9,42.35,754.91,Premium (€60k–€90k)
Porsche,Macan 4 Electric (MY26),470.0,563.0,95.0,2.405,5.0,D,5.2,202.0,200.0,750.0,624.0,182.0,84600.0,4.95,59.41,890.53,Premium (€60k–€90k)
Renault,Zoe R110,250.0,182.0,41.0,1.575,5.0,B,11.4,164.0,0.0,750.0,338.0,132.0,35900.0,6.1,0.0,875.61,Mid-range (€30k–€60k)
Honda,e Advance,170.0,169.0,28.5,1.595,4.0,B,8.3,168.0,32.0,750.0,171.0,242.0,39900.0,5.96,11.43,1400.0,Mid-range (€30k–€60k)
Abarth,500e Hatchback,225.0,251.0,37.8,1.41,4.0,B,7.0,168.0,67.0,750.0,185.0,169.0,37990.0,5.95,23.93,1005.03,Mid-range (€30k–€60k)
Porsche,Macan Turbo Electric (MY24-25),460.0,544.0,95.0,2.48,5.0,D,3.3,207.0,200.0,750.0,564.0,250.0,114600.0,4.84,57.97,1206.32,Luxury (€90k–€150k)
Audi,Q6 SUV e-tron performance,490.0,570.0,94.9,2.275,5.0,D,6.6,194.0,190.0,750.0,590.0,145.0,68800.0,5.16,58.76,724.97,Premium (€60k–€90k)
CUPRA,Born 170 kW - 59 kWh,360.0,416.0,59.0,1.841,5.0,C,6.7,164.0,110.0,750.0,385.0,107.0,41450.0,6.1,40.24,702.54,Mid-range (€30k–€60k)
DS,N°8 AWD Long Range,530.0,552.0,97.2,2.364,5.0,D,5.4,183.0,130.0,750.0,620.0,139.0,75000.0,5.45,42.62,771.6,Premium (€60k–€90k)
Škoda,Elroq RS (MY25),450.0,508.0,79.0,2.229,5.0,C,5.4,176.0,135.0,750.0,470.0,118.0,53050.0,5.7,46.02,671.52,Mid-range (€30k–€60k)
Volvo,EX30 Cross Country (MY26),330.0,367.0,65.0,1.96,5.0,B,3.7,197.0,114.0,750.0,325.0,166.0,57290.0,5.08,34.72,881.38,Mid-range (€30k–€60k)
Polestar,5 Performance,530.0,637.0,106.0,2.465,4.0,F,3.2,200.0,210.0,750.0,427.0,256.0,141600.0,5.0,63.0,1335.85,Luxury (€90k–€150k)
BMW,i3 94 Ah,165.0,170.0,27.2,1.32,4.0,B,7.3,165.0,46.0,750.0,260.0,218.0,36800.0,6.07,16.73,1352.94,Mid-range (€30k–€60k)
Renault,Zoe ZE40 R110,255.0,232.0,41.0,1.502,5.0,B,11.4,161.0,40.0,750.0,338.0,118.0,29990.0,6.22,14.91,731.46,Budget (<€30k)
NIO,EL7 Long Range,430.0,421.0,90.0,2.441,5.0,F,3.9,209.0,100.0,750.0,570.0,224.0,94900.0,4.78,28.71,1054.44,Luxury (€90k–€150k)
Kia,e-Soul 64 kWh,370.0,343.0,64.0,1.757,5.0,B,7.9,173.0,64.0,750.0,315.0,107.0,42390.0,5.78,22.2,662.34,Mid-range (€30k–€60k)
Volkswagen,ID.7 Tourer GTX (MY26),500.0,566.0,86.0,2.336,5.0,E,5.5,172.0,145.0,750.0,605.0,132.0,64065.0,5.81,50.58,744.94,Premium (€60k–€90k)
Mitsubishi,i-MiEV,85.0,98.0,14.5,1.185,4.0,A,15.9,171.0,30.0,750.0,166.0,342.0,29393.0,5.86,10.53,2027.1,Budget (<€30k)
Volkswagen,ID.7 Tourer GTX (MY24-25),500.0,570.0,86.0,2.339,5.0,E,5.5,172.0,145.0,750.0,605.0,138.0,63955.0,5.81,50.58,743.66,Premium (€60k–€90k)
Mini,Aceman E,230.0,243.0,38.5,1.72,5.0,B,7.9,167.0,60.0,750.0,300.0,160.0,34900.0,5.97,21.56,906.49,Mid-range (€30k–€60k)
MG,IM6 Performance,440.0,554.0,96.5,2.41,5.0,D,3.5,219.0,250.0,750.0,697.0,133.0,44990.0,4.56,68.49,466.22,Mid-range (€30k–€60k)
Jeep,Compass Electric 74 kWh,370.0,387.0,74.0,2.198,5.0,C,8.5,200.0,90.0,750.0,550.0,127.0,50400.0,5.0,27.0,681.08,Mid-range (€30k–€60k)
Tesla,Model X Plaid (MY26),475.0,531.0,95.0,2.515,6.0,F,2.9,200.0,140.0,750.0,608.0,265.0,125970.0,5.0,42.0,1326.0,Luxury (€90k–€150k)
Volkswagen,ID.4 GTX (MY24-25),420.0,460.0,77.0,2.256,5.0,C,5.4,183.0,120.0,750.0,543.0,139.0,53255.0,5.45,39.34,691.62,Mid-range (€30k–€60k)
Mercedes-Benz,EQE SUV 350 4MATIC (MY23-24),435.0,468.0,90.6,2.56,5.0,E,6.6,208.0,141.0,750.0,520.0,215.0,89548.0,4.8,40.67,988.39,Premium (€60k–€90k)
Maserati,Grecale Folgore,400.0,402.0,95.0,2.555,5.0,E,4.1,238.0,110.0,750.0,535.0,313.0,124301.0,4.21,27.73,1308.43,Luxury (€90k–€150k)
Zeekr,X Long Range RWD,360.0,401.0,65.0,1.93,5.0,B,5.6,181.0,114.0,750.0,362.0,121.0,44990.0,5.54,37.79,692.15,Mid-range (€30k–€60k)
Citroën,ë-C4 X,285.0,318.0,46.3,1.659,5.0,C,9.7,162.0,78.0,750.0,510.0,129.0,35275.0,6.16,28.89,761.88,Mid-range (€30k–€60k)
NIO,ET5 Touring Long Range,485.0,527.0,90.0,2.285,5.0,E,4.0,186.0,135.0,750.0,450.0,146.0,68500.0,5.39,43.55,761.11,Premium (€60k–€90k)
Mercedes-Benz,EQA 300 4MATIC,350.0,359.0,66.5,2.11,5.0,C,7.7,190.0,100.0,750.0,340.0,166.0,53520.0,5.26,31.58,804.81,Mid-range (€30k–€60k)
Volkswagen,ID.5 GTX (MY24-25),430.0,477.0,77.0,2.242,5.0,C,5.5,179.0,120.0,750.0,549.0,141.0,56455.0,5.58,40.22,733.18,Mid-range (€30k–€60k)
Mini,Countryman SE ALL4,365.0,389.0,64.6,2.075,5.0,C,5.6,177.0,93.0,750.0,460.0,138.0,49500.0,5.65,31.53,766.25,Mid-range (€30k–€60k)
Volkswagen,ID.3 Pure Performance,275.0,252.0,45.0,1.772,5.0,C,8.9,164.0,45.0,750.0,385.0,116.0,31960.0,6.11,16.46,710.22,Mid-range (€30k–€60k)
Porsche,Taycan Plus,575.0,750.0,97.0,2.245,5.0,F,4.8,169.0,262.0,750.0,491.0,188.0,107224.0,5.93,93.02,1105.4,Luxury (€90k–€150k)
Mercedes-Benz,EQE 350 4MATIC (MY23),510.0,547.0,89.0,2.475,5.0,E,6.3,175.0,120.0,750.0,430.0,157.0,74149.0,5.73,41.14,833.13,Premium (€60k–€90k)
Mercedes-Benz,EQS 580 4MATIC,640.0,682.0,118.0,2.655,5.0,F,4.4,184.0,160.0,750.0,620.0,245.0,141705.0,5.42,52.17,1200.89,Luxury (€90k–€150k)
Citroën,ë-C4 X 54 kWh,335.0,358.0,50.8,1.652,5.0,C,9.1,152.0,78.0,750.0,510.0,107.0,34800.0,6.59,30.79,685.04,Mid-range (€30k–€60k)
Citroën,ë-C3 Urban Range 30 kWh,175.0,156.0,29.8,1.413,5.0,B,11.6,170.0,30.0,750.0,310.0,120.0,44990.0,5.87,10.59,1509.73,Mid-range (€30k–€60k)
Volkswagen,ID.4 Pure,285.0,301.0,52.0,1.966,5.0,C,10.9,182.0,70.0,750.0,543.0,146.0,36950.0,5.48,23.08,710.58,Mid-range (€30k–€60k)
MG,IM5 Standard Range,405.0,451.0,73.5,2.18,5.0,D,6.8,181.0,120.0,750.0,475.0,112.0,44990.0,5.51,39.78,612.11,Mid-range (€30k–€60k)
Polestar,2 Long Range Performance (MY24),450.0,507.0,79.0,2.18,5.0,D,4.2,176.0,125.0,750.0,446.0,139.0,58775.0,5.7,42.61,743.99,Mid-range (€30k–€60k)
Opel,Grandland Electric 73 kWh,370.0,388.0,73.0,2.207,5.0,C,9.0,197.0,90.0,750.0,550.0,120.0,46950.0,5.07,27.41,643.15,Mid-range (€30k–€60k)
Hongqi,E-HS9 84 kWh,320.0,334.0,76.5,2.58,5.0,F,6.5,239.0,112.0,750.0,438.0,219.0,44990.0,4.18,28.12,588.1,Mid-range (€30k–€60k)
Tesla,Model X Performance,470.0,516.0,98.0,2.552,7.0,F,3.1,209.0,125.0,750.0,385.0,240.0,107990.0,4.8,35.89,1101.94,Luxury (€90k–€150k)
Audi,e-tron Sportback 55 quattro,380.0,399.0,86.5,2.565,5.0,E,5.7,228.0,146.0,750.0,615.0,209.0,83750.0,4.39,38.42,968.21,Premium (€60k–€90k)
Porsche,Taycan 4 Cross Turismo,420.0,531.0,83.7,2.32,5.0,F,5.1,199.0,216.0,750.0,530.0,238.0,98514.0,5.02,65.13,1176.99,Luxury (€90k–€150k)
Mercedes-Benz,EQA 300 4MATIC,350.0,359.0,66.5,2.105,5.0,C,7.7,190.0,100.0,750.0,340.0,170.0,53746.0,5.26,31.58,808.21,Mid-range (€30k–€60k)
Renault,Megane E-Tech EV40 130hp,260.0,277.0,40.0,1.588,5.0,C,10.0,154.0,55.0,500.0,440.0,151.0,42000.0,6.5,21.43,1050.0,Mid-range (€30k–€60k)
Opel,Astra Sports Tourer Electric,310.0,334.0,50.8,1.76,5.0,C,9.3,164.0,85.0,750.0,516.0,133.0,43490.0,6.1,31.1,856.1,Mid-range (€30k–€60k)
Renault,4 E-Tech 40kWh 120hp,245.0,253.0,40.0,1.485,5.0,B,9.2,163.0,55.0,750.0,420.0,116.0,29400.0,6.12,20.25,735.0,Budget (<€30k)
Audi,Q4 Sportback e-tron 45,435.0,485.0,77.0,2.145,5.0,C,6.7,177.0,120.0,750.0,535.0,128.0,54950.0,5.65,40.68,713.64,Mid-range (€30k–€60k)
Ford,Mustang Mach-E GT (MY24),425.0,433.0,91.0,2.343,5.0,D,3.8,214.0,115.0,750.0,619.0,175.0,77300.0,4.67,32.24,849.45,Premium (€60k–€90k)
Audi,Q6 SUV e-tron,395.0,459.0,75.8,2.2,5.0,D,7.0,192.0,150.0,750.0,590.0,167.0,63500.0,5.21,46.88,837.73,Premium (€60k–€90k)
BMW,i5 eDrive40 Touring (MY25),465.0,529.0,81.2,2.255,5.0,E,6.1,175.0,136.0,750.0,570.0,167.0,72200.0,5.73,46.63,889.16,Premium (€60k–€90k)
BYD,DOLPHIN 44.9 kWh Active (MY24),265.0,251.0,44.9,1.65,5.0,C,12.3,169.0,50.0,750.0,345.0,113.0,44990.0,5.9,17.75,1002.0,Mid-range (€30k–€60k)
Mercedes-Benz,EQS SUV 580 4MATIC,530.0,543.0,118.0,2.845,7.0,F,4.7,223.0,160.0,750.0,645.0,303.0,147923.0,4.49,43.05,1253.58,Luxury (€90k–€150k)
Volvo,XC40 Recharge Pure Electric (MY22),305.0,325.0,67.0,2.03,5.0,C,7.4,220.0,116.0,750.0,450.0,164.0,48650.0,4.55,31.64,726.12,Mid-range (€30k–€60k)
Volkswagen,ID.7 Tourer Pro (MY26),470.0,535.0,77.0,2.191,5.0,E,6.6,164.0,125.0,750.0,605.0,117.0,54905.0,6.1,45.73,713.05,Mid-range (€30k–€60k)
Hyundai,Kona Electric 64 kWh,390.0,363.0,64.0,1.76,5.0,B,7.6,164.0,64.0,750.0,332.0,101.0,39000.0,6.09,23.41,609.38,Mid-range (€30k–€60k)
Lightyear,0,550.0,535.0,60.0,1.575,5.0,F,10.0,109.0,60.0,750.0,640.0,548.0,297500.0,9.17,33.03,4958.33,Ultra-Luxury (>€150k)
CUPRA,Born VZ,465.0,517.0,79.0,1.999,5.0,C,5.6,170.0,135.0,750.0,385.0,111.0,52870.0,5.89,47.65,669.24,Mid-range (€30k–€60k)
Volkswagen,ID.3 GTX Performance (MY24-26),465.0,526.0,79.0,1.993,5.0,C,5.6,170.0,135.0,750.0,385.0,108.0,48725.0,5.89,47.65,616.77,Mid-range (€30k–€60k)
Smart,ForTwo Electric Drive,100.0,71.0,16.7,1.085,2.0,A,11.5,167.0,0.0,750.0,260.0,215.0,21940.0,5.99,0.0,1313.77,Budget (<€30k)
Volvo,XC40 P8 AWD Recharge (MY21),335.0,348.0,75.0,2.188,5.0,C,4.9,224.0,108.0,750.0,450.0,173.0,60437.0,4.47,28.93,805.83,Premium (€60k–€90k)
Audi,Q4 Sportback e-tron 45 quattro,410.0,453.0,77.0,2.235,5.0,C,6.6,188.0,120.0,750.0,535.0,142.0,56950.0,5.32,38.3,739.61,Mid-range (€30k–€60k)
TOGG,T10F Long Range AWD,465.0,505.0,85.0,2.294,5.0,D,4.1,183.0,115.0,750.0,505.0,97.0,45000.0,5.47,37.7,529.41,Mid-range (€30k–€60k)
Mitsubishi,i-MiEV,85.0,98.0,14.5,1.16,4.0,A,15.9,171.0,30.0,750.0,166.0,310.0,23790.0,5.86,10.53,1640.69,Budget (<€30k)
BMW,i5 M60 xDrive Sedan,420.0,479.0,81.2,2.38,5.0,E,3.8,193.0,136.0,750.0,490.0,255.0,99500.0,5.17,42.28,1225.37,Luxury (€90k–€150k)
Nissan,Micra Standard Range 40 kWh,260.0,269.0,40.0,1.452,5.0,B,9.0,154.0,55.0,500.0,326.0,106.0,27990.0,6.5,21.43,699.75,Budget (<€30k)
Porsche,Taycan Turbo,415.0,528.0,83.7,2.38,5.0,F,3.2,202.0,216.0,750.0,450.0,367.0,156348.0,4.96,64.16,1867.96,Ultra-Luxury (>€150k)
Smart,#5 Summit Edition (MY25),450.0,561.0,94.0,2.445,5.0,D,4.9,209.0,230.0,750.0,677.0,128.0,56900.0,4.79,66.03,605.32,Mid-range (€30k–€60k)
Peugeot,e-308 58 kWh (MY26),345.0,351.0,55.4,1.749,5.0,C,9.3,161.0,65.0,750.0,361.0,103.0,44990.0,6.23,24.22,812.09,Mid-range (€30k–€60k)
Audi,e-tron GT RS,525.0,693.0,97.0,2.395,4.0,F,2.8,185.0,281.0,750.0,427.0,282.0,147500.0,5.41,91.14,1520.62,Luxury (€90k–€150k)
Volkswagen,ID.3 Pro S,450.0,488.0,77.0,1.934,4.0,C,7.9,171.0,115.0,750.0,385.0,96.0,41995.0,5.84,40.35,545.39,Mid-range (€30k–€60k)
XPENG,P7 Wing Edition,455.0,514.0,82.7,2.255,5.0,E,4.1,182.0,138.0,750.0,440.0,155.0,69600.0,5.5,45.49,841.6,Premium (€60k–€90k)
Volvo,EC40 Single Motor ER (MY25),420.0,459.0,79.0,2.095,5.0,C,7.3,188.0,125.0,750.0,435.0,137.0,57190.0,5.32,39.89,723.92,Mid-range (€30k–€60k)
Peugeot,e-408 58 kWh,350.0,363.0,58.3,1.879,5.0,C,7.2,167.0,70.0,750.0,471.0,124.0,44600.0,6.0,25.15,765.01,Mid-range (€30k–€60k)
CUPRA,Born 150 kW - 59 kWh,360.0,416.0,59.0,1.842,5.0,C,7.7,164.0,110.0,750.0,385.0,101.0,40450.0,6.1,40.24,685.59,Mid-range (€30k–€60k)
SEAT,Mii Electric,205.0,188.0,32.3,1.235,4.0,A,12.3,158.0,30.0,750.0,251.0,116.0,24650.0,6.35,11.39,763.16,Budget (<€30k)
Dacia,Spring Electric,160.0,151.0,25.0,1.02,4.0,A,19.1,156.0,29.0,750.0,300.0,120.0,20490.0,6.4,11.15,819.6,Budget (<€30k)
Ford,Mustang Mach-E ER AWD (MY23.75),440.0,447.0,91.0,2.257,5.0,D,5.8,207.0,115.0,750.0,619.0,158.0,65900.0,4.84,33.33,724.18,Premium (€60k–€90k)
